# id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,y
547,1,6,5,4,4,5,2,2,5,4,1,1
549,3,6,0,2,6,5,4,2,1,6,2,1
554,1,6,2,0,1,5,6,3,5,4,2,1
555,0,6,6,3,6,6,4,6,3,2,0,1
556,0,6,2,0,1,4,4,6,3,2,0,1
558,2,4,0,2,5,5,2,6,1,6,2,1
560,1,6,5,2,5,5,2,3,5,2,0,1
561,0,1,2,2,5,2,2,3,1,6,0,1
562,1,6,0,4,6,2,3,2,1,6,0,1
566,0,1,6,0,1,6,6,6,5,1,2,1
567,1,0,5,2,6,5,4,1,1,2,0,1
571,1,6,6,2,5,4,2,1,3,2,1,1
572,0,1,0,0,4,4,2,6,3,1,1,1
574,2,0,6,4,4,6,3,1,0,2,5,1
577,1,0,0,0,6,5,6,2,1,2,5,1
583,3,4,0,0,4,2,4,1,0,1,5,1
589,1,4,2,2,5,5,2,2,3,6,0,1
590,0,6,0,3,5,4,6,1,0,2,2,1
593,0,6,6,2,1,6,4,3,5,2,0,1
594,0,1,6,2,5,6,2,6,3,6,1,1
595,0,1,5,2,4,4,4,2,0,1,5,1
596,0,1,0,2,1,2,4,1,0,4,5,1
597,0,6,0,3,4,6,2,1,1,4,5,1
598,1,1,2,2,1,5,2,2,0,6,5,1
599,1,0,2,2,1,6,6,1,0,4,1,1
600,0,6,5,2,1,2,2,1,0,6,1,1
601,1,1,5,0,1,6,6,2,3,6,0,1
602,3,4,0,2,6,4,3,6,3,1,5,1
603,3,1,2,2,1,2,6,6,3,6,5,1
607,3,1,6,3,4,2,2,1,3,6,5,1
614,2,4,2,3,4,4,2,3,0,1,1,1
615,1,0,6,0,1,5,6,1,0,2,1,1
618,1,4,6,0,5,6,2,6,3,6,2,1
620,1,6,2,4,1,6,3,2,5,6,1,1
624,0,0,6,0,1,2,4,1,1,2,0,1
625,0,4,5,0,1,6,4,6,5,1,0,1
626,2,0,2,3,1,4,2,6,1,2,5,1
633,2,4,6,0,1,2,6,2,3,6,1,1
634,3,4,0,3,5,5,4,6,5,6,0,1
635,3,4,6,4,6,4,3,2,3,2,5,1
636,1,0,2,4,4,2,4,6,5,1,2,1
640,1,4,5,2,1,6,6,6,3,1,5,1
641,2,4,6,0,4,5,3,2,1,2,0,1
643,1,6,6,3,1,4,4,1,1,2,2,1
644,2,6,2,0,1,4,3,1,0,4,1,1
645,1,6,2,3,1,4,4,3,3,6,1,1
646,1,1,2,3,5,2,6,6,3,6,0,1
647,0,6,5,0,6,6,6,6,0,4,5,1
648,2,6,6,2,4,5,3,1,3,6,0,1
651,0,0,2,2,6,4,2,6,3,2,1,1
652,3,4,2,2,6,4,4,1,3,6,5,1
653,3,1,0,3,4,2,6,1,1,4,0,1
654,0,6,5,3,5,4,6,2,3,4,5,1
655,3,1,5,2,1,4,2,3,3,4,5,1
656,0,4,5,0,6,2,3,2,1,6,2,1
657,3,4,2,4,4,2,4,2,3,4,2,1
658,1,0,6,3,6,4,6,1,5,2,0,1
660,1,0,0,4,1,2,3,6,5,6,1,1
663,1,4,6,2,5,4,6,1,5,4,5,1
668,1,4,2,2,4,6,6,2,0,6,2,1
671,3,4,0,2,5,2,2,1,3,4,0,1
672,0,0,5,3,6,4,4,3,0,4,0,1
673,0,0,0,4,4,4,4,3,1,6,1,1
675,2,6,2,4,1,4,3,2,0,1,2,1
682,1,0,6,0,4,2,2,1,1,1,2,1
683,2,0,2,4,4,6,6,2,0,6,5,1
684,3,0,6,4,1,2,6,3,1,1,5,1
687,1,0,2,2,4,5,3,1,0,4,0,1
689,2,1,2,0,5,4,4,2,1,2,5,1
693,3,4,6,3,4,4,3,1,0,2,2,1
694,2,1,5,0,6,2,3,3,0,4,2,1
695,1,6,6,3,5,5,3,3,5,2,0,1
696,2,0,6,3,1,5,6,1,3,2,2,1
697,2,0,2,4,5,4,6,6,1,2,2,1
698,2,0,0,0,1,5,6,6,3,6,1,1
699,3,6,0,0,6,2,2,1,0,1,2,1
700,1,1,0,3,4,5,6,3,0,2,2,1
702,2,1,6,4,6,6,4,2,5,4,5,1
705,0,0,2,4,5,2,4,6,1,2,2,1
710,0,4,5,0,4,5,4,1,5,1,2,1
711,2,4,5,2,6,5,2,3,0,2,2,1
713,0,0,0,0,4,2,2,2,0,6,0,1
714,0,0,6,0,5,4,2,1,1,4,5,1
715,2,6,6,4,4,2,6,2,5,4,2,1
717,3,0,6,0,1,4,6,6,5,6,0,1
718,1,1,2,2,4,5,3,2,1,6,1,1
720,1,1,0,0,6,2,6,2,3,6,1,1
721,3,0,5,4,4,6,3,6,3,4,0,1
724,0,1,6,4,5,6,6,2,5,2,0,1
725,2,4,5,4,4,6,6,2,5,6,2,1
726,2,1,2,3,1,2,6,6,5,1,5,1
727,2,6,6,2,1,4,6,6,0,6,0,1
733,0,0,5,0,4,2,4,2,1,2,0,1
734,1,6,5,3,1,4,6,6,5,1,1,1
735,1,1,5,3,1,6,4,1,1,2,2,1
738,3,1,6,2,5,2,3,1,3,6,0,1
739,2,6,5,2,5,2,6,6,3,1,5,1
741,2,0,6,0,4,5,2,3,5,2,0,1
743,2,1,0,2,5,6,4,6,0,2,2,1
744,0,4,2,4,4,4,3,2,5,1,5,1
745,3,4,5,2,5,2,3,1,3,2,5,1
746,0,6,0,2,4,4,3,2,1,4,2,1
751,0,1,0,3,4,2,2,2,1,4,5,1
754,0,1,2,0,6,5,6,3,0,6,0,1
756,1,4,0,0,6,2,6,1,3,6,2,1
759,3,0,2,0,6,4,4,1,5,6,5,1
761,1,6,5,2,4,2,4,1,3,1,1,1
765,2,6,0,3,1,5,2,2,1,2,0,1
766,1,1,6,0,6,6,2,1,5,4,2,1
767,0,4,2,4,4,6,2,2,1,1,0,1
768,1,6,0,4,4,4,2,6,1,1,1,1
769,1,0,6,4,6,4,2,6,1,2,1,1
770,0,6,0,3,6,6,3,2,1,2,0,1
774,2,4,2,2,5,6,3,3,0,1,0,1
776,1,1,2,2,6,2,4,3,3,6,1,1
777,1,4,6,0,5,2,3,3,1,4,2,1
778,2,6,2,2,4,5,6,3,3,2,0,1
785,0,4,2,3,5,2,6,2,1,2,0,1
787,1,0,5,3,1,6,2,6,1,1,0,1
788,1,4,2,3,6,4,6,3,3,6,2,1
789,3,4,6,3,5,4,6,2,3,1,2,1
790,0,1,6,0,5,2,6,6,0,6,5,1
795,1,1,5,0,4,6,3,2,3,4,0,1
797,0,4,0,0,5,4,2,3,0,2,0,1
798,0,6,5,4,5,5,3,2,0,6,5,1
800,1,6,5,3,5,6,3,2,5,2,1,1
801,2,1,2,4,4,5,4,1,0,4,1,1
803,2,1,6,4,6,5,4,3,5,2,1,1
806,0,4,5,2,1,2,6,1,0,4,2,1
807,2,4,5,3,1,5,4,1,0,4,5,1
809,1,0,5,0,4,4,6,2,5,6,5,1
810,1,0,5,2,1,4,6,6,1,2,5,1
813,0,4,6,2,6,4,4,2,1,4,0,1
816,3,0,0,4,5,6,4,6,1,1,2,1
821,0,6,2,4,1,2,3,6,5,2,1,1
822,2,6,6,3,6,6,4,3,1,4,0,1
824,1,0,0,2,1,4,4,2,0,2,0,1
827,1,0,5,3,4,6,6,2,0,4,0,1
830,0,0,5,2,5,2,3,6,3,2,2,1
832,0,4,0,0,5,2,6,3,1,1,2,1
833,0,0,5,3,4,4,3,2,3,1,1,1
835,1,0,2,3,1,6,6,2,3,1,5,1
840,1,1,0,3,6,2,3,1,5,1,0,1
845,1,4,0,2,1,4,2,6,3,1,2,1
846,2,1,0,3,6,6,3,6,0,4,5,1
848,3,1,5,4,6,5,6,6,1,2,1,1
851,0,0,5,4,4,6,2,6,5,2,2,1
855,3,6,2,0,1,5,2,6,3,2,1,1
857,1,1,6,3,5,2,6,1,0,2,0,1
860,1,4,6,0,6,4,2,2,0,1,1,1
861,1,0,5,2,5,6,4,3,3,1,1,1
864,3,1,6,0,6,6,2,3,1,4,5,1
870,1,4,6,4,4,4,2,6,1,4,0,1
871,2,6,0,0,6,2,6,3,0,2,5,1
873,3,4,0,4,1,5,3,6,3,1,2,1
875,0,1,5,4,1,4,2,3,5,2,1,1
876,1,1,0,3,5,2,4,2,5,4,0,1
879,0,4,5,2,5,5,3,6,3,2,2,1
883,3,6,2,2,4,5,4,6,0,4,1,1
886,0,6,2,4,1,5,3,2,1,1,5,1
891,2,1,5,3,1,5,6,1,3,1,0,1
894,2,1,0,4,5,2,6,3,3,4,1,1
896,2,4,0,0,4,6,4,3,3,2,1,1
897,3,6,5,2,5,6,3,3,3,2,5,1
900,1,0,2,2,4,4,4,1,3,2,0,1
901,3,1,6,3,5,4,2,6,0,2,5,1
902,3,1,0,0,4,4,3,1,3,1,5,1
903,3,1,0,3,4,6,6,1,1,2,1,1
905,0,6,6,3,6,5,3,2,5,6,1,1
907,2,0,6,0,1,2,2,2,1,2,5,1
909,3,0,6,3,5,6,3,6,3,2,2,1
911,1,1,0,2,4,5,6,6,0,4,1,1
912,0,6,6,0,6,4,2,2,5,6,2,1
913,3,6,5,3,4,4,2,3,5,6,2,1
914,3,1,0,4,6,2,3,2,0,1,1,1
915,3,6,5,3,5,5,3,2,1,1,5,1
916,0,1,2,3,4,4,6,1,1,2,1,1
917,0,6,5,2,5,4,6,1,0,1,5,1
922,1,6,6,0,6,6,6,3,0,4,5,1
924,1,6,6,2,5,2,6,2,3,6,1,1
925,0,1,5,0,5,5,2,3,0,2,2,1
926,2,1,6,4,6,6,2,3,1,1,2,1
929,3,0,0,0,1,4,4,6,3,4,0,1
931,1,6,2,3,1,6,6,3,0,6,0,1
932,2,1,6,4,6,2,2,6,5,1,5,1
934,3,0,5,2,4,4,6,3,3,4,2,1
937,3,1,5,2,5,4,4,3,0,4,2,1
939,3,0,2,3,6,4,3,3,5,6,0,1
942,3,1,0,0,6,6,6,6,0,6,5,1
943,2,4,5,2,5,6,3,3,1,2,2,1
944,3,0,5,4,4,2,6,2,1,2,1,1
948,2,6,6,0,4,2,6,3,1,1,0,1
956,3,1,5,2,4,6,6,3,3,2,2,1
961,2,6,5,4,4,4,4,3,3,1,5,1
962,3,6,5,4,6,2,4,6,5,1,2,1
964,3,4,2,3,4,2,4,2,5,1,1,1
966,3,1,5,2,1,5,2,1,0,4,2,1
968,1,1,6,2,4,2,6,1,0,6,5,1
970,1,4,0,4,4,2,3,2,3,4,1,1
971,2,0,6,4,4,4,3,1,5,6,1,1
972,0,0,0,3,1,6,6,6,0,2,0,1
979,2,4,6,4,6,6,4,2,1,4,5,1
982,3,6,2,3,6,6,3,6,1,4,5,1
988,3,1,5,0,6,6,6,3,5,4,5,1
991,3,0,5,4,6,5,4,2,1,1,2,1
992,0,6,5,4,6,5,6,6,0,4,2,1
993,1,0,0,4,6,6,6,3,1,1,0,1
996,1,4,5,3,5,6,2,1,3,2,5,1
999,0,6,2,0,1,2,2,2,1,2,5,1
1004,0,4,0,3,4,6,2,2,1,2,2,1
1006,2,6,2,0,4,4,3,6,3,6,5,1
1008,3,0,6,0,4,5,3,2,5,2,5,1
1009,0,4,5,3,1,5,4,3,1,1,5,1
1012,1,1,2,0,6,2,6,1,1,1,2,1
1014,2,1,2,2,6,5,4,2,0,1,1,1
1018,0,0,0,2,5,6,3,1,1,4,1,1
1019,1,4,5,2,1,5,6,1,0,2,1,1
1021,0,1,0,4,4,6,4,2,1,1,0,1
1022,0,4,6,0,5,4,4,6,0,1,2,1
1023,1,4,0,0,4,4,4,3,1,1,5,1
1026,2,6,6,3,4,5,6,1,1,6,2,1
1027,0,0,2,3,4,5,3,1,0,1,1,1
1030,2,1,6,2,5,5,6,3,1,2,2,1
1031,0,1,0,2,4,6,3,6,5,2,0,1
1032,1,6,5,2,5,4,2,3,0,6,5,1
1033,3,4,2,0,5,2,2,6,0,6,2,1
0,6,5,4,5,2,2,3,3,6,5,1,0
1,6,2,0,4,5,2,6,3,6,0,5,0
2,4,2,0,4,6,3,3,3,6,0,2,0
4,4,6,3,5,2,2,6,1,1,0,5,0
6,0,5,2,4,6,2,3,5,2,1,5,0
7,0,2,2,4,2,4,2,0,4,0,1,0
8,0,6,0,5,5,3,1,1,1,5,2,0
12,0,0,4,1,4,4,1,0,4,1,5,0
13,6,5,2,5,4,2,3,0,4,5,5,0
20,6,6,3,1,5,6,1,3,6,2,4,0
23,6,0,0,1,5,3,1,3,6,1,5,0
26,4,5,4,4,4,4,3,3,4,2,4,0
29,1,6,0,5,2,4,1,5,2,5,1,0
30,6,6,3,6,2,2,2,5,4,5,4,0
31,1,0,3,4,5,3,3,5,6,5,1,0
33,4,2,0,6,6,6,6,1,1,0,2,0
41,4,2,4,4,5,6,6,5,2,0,1,0
43,6,2,4,1,2,3,2,3,1,2,4,0
45,0,0,4,1,6,6,6,5,2,2,1,0
46,1,2,0,6,4,2,1,5,2,2,1,0
47,1,6,2,4,4,6,3,1,4,1,2,0
49,4,5,0,4,6,4,1,5,2,2,2,0
50,0,6,0,5,2,2,6,1,1,2,1,0
52,1,0,0,4,5,6,2,1,4,0,4,0
54,4,2,0,6,4,3,2,0,6,0,1,0
55,1,2,2,6,5,6,2,0,4,5,4,0
59,1,6,4,4,5,3,1,3,4,5,4,0
60,0,2,3,5,6,3,6,1,6,0,5,0
61,0,5,3,6,5,4,1,0,4,2,5,0
63,4,2,0,4,4,2,6,1,4,5,1,0
65,1,2,4,4,5,2,3,5,6,0,5,0
66,4,0,4,6,5,4,2,3,6,0,2,0
70,0,5,0,1,5,3,2,0,2,5,1,0
72,1,6,0,4,5,4,1,3,1,1,5,0
75,1,0,0,4,4,6,3,0,6,1,1,0
76,0,2,4,1,6,6,3,1,2,2,4,0
77,1,0,0,1,2,2,1,1,6,5,2,0
80,4,0,0,4,5,4,3,0,4,1,2,0
81,0,5,2,1,5,6,6,0,1,2,2,0
82,1,2,2,1,4,2,2,1,1,5,5,0
88,6,0,0,4,6,6,3,5,1,0,2,0
92,1,6,3,4,5,4,3,3,1,2,4,0
94,4,5,0,4,2,2,1,5,2,1,5,0
95,0,5,3,6,5,4,1,3,2,0,1,0
97,4,2,3,1,6,4,2,5,6,5,1,0
98,0,6,0,1,6,6,6,3,4,1,2,0
99,1,0,2,1,5,6,1,3,6,0,5,0
106,4,5,0,5,5,3,6,1,4,2,5,0
108,4,2,4,6,2,6,1,0,6,0,1,0
113,0,6,0,6,4,4,1,5,6,0,4,0
